
 1.65991206152819E+0002;4.73427945668985E+0000;1.00000000000000E+0005
 1.66405395311891E+0002;5.79276152679504E+0000;7.94328234724280E+0004
 1.66981227186955E+0002;7.02636330984258E+0000;6.30957344480192E+0004
 1.67760323181617E+0002;8.43462759390336E+0000;5.01187233627272E+0004
 1.68782713545844E+0002;1.00059582736820E+0001;3.98107170553497E+0004
 1.70080887146022E+0002;1.17185683360561E+0001;3.16227766016838E+0004
 1.71674450551629E+0002;1.35449370038418E+0001;2.51188643150958E+0004
 1.73567672727518E+0002;1.54591141129447E+0001;1.99526231496888E+0004
 1.75751336213069E+0002;1.74446485881462E+0001;1.58489319246111E+0004
 1.78208441640705E+0002;1.95004158548200E+0001;1.25892541179417E+0004
 1.80921635951287E+0002;2.16426564719487E+0001;1.00000000000000E+0004
 1.83879857624465E+0002;2.39033673788695E+0001;7.94328234724285E+0003
 1.87082621118001E+0002;2.63265551479543E+0001;6.30957344480196E+0003
 1.90541710445052E+0002;2.89641324942574E+0001;5.01187233627274E+0003
 1.94280976670618E+0002;3.18726821070869E+0001;3.98107170553499E+0003
 1.98335193784444E+0002;3.51115486386321E+0001;3.16227766016839E+0003
 2.02748741228066E+0002;3.87421737121493E+0001;2.51188643150959E+0003
 2.07574558862032E+0002;4.28283534861543E+0001;1.99526231496889E+0003
 2.12873550667061E+0002;4.74370813141442E+0001;1.58489319246112E+0003
 2.18714451920114E+0002;5.26397181755821E+0001;1.25892541179417E+0003
 2.25174103817221E+0002;5.85133304188020E+0001;1.00000000000000E+0003
 2.32338063917886E+0002;6.51421128291313E+0001;7.94328234724284E+0002
 2.40301491122532E+0002;7.26188677714821E+0001;6.30957344480195E+0002
 2.49170262575920E+0002;8.10465424884158E+0001;5.01187233627273E+0002
 2.59062298485978E+0002;9.05398435037284E+0001;3.98107170553498E+0002
 2.70109086340140E+0002;1.01226955404641E+0002;3.16227766016839E+0002
 2.82457407990176E+0002;1.13251395127677E+0002;2.51188643150958E+0002
 2.96271282171885E+0002;1.26774034743921E+0002;1.99526231496888E+0002
 3.11734142069624E+0002;1.41975327025317E+0002;1.58489319246112E+0002
 3.29051273290108E+0002;1.59057769503613E+0002;1.25892541179416E+0002
 3.48452542672151E+0002;1.78248644661384E+0002;1.00000000000000E+0002
 3.70195453166929E+0002;1.99803076480157E+0002;7.94328234724282E+0001
 3.94568564890310E+0002;2.24007446883195E+0002;6.30957344480194E+0001
 4.21895327601408E+0002;2.51183219684196E+0002;5.01187233627273E+0001
 4.52538375469932E+0002;2.81691224515597E+0002;3.98107170553497E+0001
 4.86904341196326E+0002;3.15936458896242E+0002;3.16227766016838E+0001
 5.25449253462667E+0002;3.54373473155983E+0002;2.51188643150958E+0001
 5.68684589432665E+0002;3.97512410428491E+0002;1.99526231496888E+0001
 6.17184062700789E+0002;4.45925782434152E+0002;1.58489319246111E+0001
 6.71591236835613E+0002;5.00256071401158E+0002;1.25892541179416E+0001
 7.32628065603525E+0002;5.61224259331464E+0002;9.99999999999999E+0000
 8.01104473242811E+0002;6.29639398045026E+0002;7.94328234724281E+0000
 8.77929101948351E+0002;7.06409347186637E+0002;6.30957344480193E+0000
 9.64121369206719E+0002;7.92552822832519E+0002;5.01187233627272E+0000
 1.06082499499563E+0003;8.89212916690169E+0002;3.98107170553497E+0000
 1.16932317836067E+0003;9.97672265372448E+0002;3.16227766016838E+0000
 1.29105562476453E+0003;1.11937007110215E+0003;2.51188643150958E+0000
 1.42763765015947E+0003;1.25592119975517E+0003;1.99526231496888E+0000
 1.58088161528868E+0003;1.40913760970332E+0003;1.58489319246111E+0000
 1.75282097464084E+0003;1.58105239583717E+0003;1.25892541179417E+0000
 1.94573725917627E+0003;1.77394676784365E+0003;1.00000000000000E+0000
 2.16219035087127E+0003;1.99038032074365E+0003;7.94328234724281E-0001
 2.40505245080715E+0003;2.23322499937681E+0003;6.30957344480193E-0001
 2.67754619154095E+0003;2.50570320753356E+0003;5.01187233627272E-0001
 2.98328739948685E+0003;2.81143056742920E+0003;3.98107170553497E-0001
 3.32633307473967E+0003;3.15446389691954E+0003;3.16227766016838E-0001
 3.71123522500390E+0003;3.53935504109256E+0003;2.51188643150958E-0001
 4.14310126797224E+0003;3.97121127255336E+0003;1.99526231496888E-0001
 4.62766180365663E+0003;4.45576306188091E+0003;1.58489319246111E-0001
 5.17134665596970E+0003;4.99944011753248E+0003;1.25892541179417E-0001
 5.78137019258225E+0003;5.60945670420126E+0003;1.00000000000000E-0001
