
 1.68222528791657E+0002;5.27563577239728E+0000;1.00000000000000E+0005
 1.68510043380081E+0002;6.42720947619404E+0000;7.94328234724280E+0004
 1.68869573170426E+0002;7.82734365110827E+0000;6.30957344480192E+0004
 1.69321030299691E+0002;9.52820456145336E+0000;5.01187233627272E+0004
 1.69890537157893E+0002;1.15920947764253E+0001;3.98107170553497E+0004
 1.70612564689413E+0002;1.40929564305825E+0001;3.16227766016838E+0004
 1.71532823271754E+0002;1.71178060723992E+0001;2.51188643150958E+0004
 1.72712135446874E+0002;2.07678692231597E+0001;1.99526231496888E+0004
 1.74231544833861E+0002;2.51590223656690E+0001;1.58489319246111E+0004
 1.76198893675617E+0002;3.04209123961203E+0001;1.25892541179417E+0004
 1.78756973753354E+0002;3.66937933465958E+0001;1.00000000000000E+0004
 1.82093021924324E+0002;4.41217067394910E+0001;7.94328234724285E+0003
 1.86448643641546E+0002;5.28402107821119E+0001;6.30957344480196E+0003
 1.92128028908685E+0002;6.29566499810185E+0001;5.01187233627274E+0003
 1.99500468596711E+0002;7.45214045380643E+0001;3.98107170553499E+0003
 2.08990895813120E+0002;8.74904206458687E+0001;3.16227766016839E+0003
 2.21050429859844E+0002;1.01683482338368E+0002;2.51188643150959E+0003
 2.36099837331281E+0002;1.16749433541314E+0002;1.99526231496889E+0003
 2.54445500160066E+0002;1.32157110901677E+0002;1.58489319246112E+0003
 2.76181674158253E+0002;1.47233768157453E+0002;1.25892541179417E+0003
 3.01110741310913E+0002;1.61263508806177E+0002;1.00000000000000E+0003
 3.28722657753950E+0002;1.73633154136376E+0002;7.94328234724284E+0002
 3.58261373993693E+0002;1.83981953473574E+0002;6.30957344480195E+0002
 3.88868585389797E+0002;1.92297416988042E+0002;5.01187233627273E+0002
 4.19755634092902E+0002;1.98919255088396E+0002;3.98107170553498E+0002
 4.50342102795944E+0002;2.04457114808866E+0002;3.16227766016839E+0002
 4.80322679039269E+0002;2.09664583976047E+0002;2.51188643150958E+0002
 5.09661822567366E+0002;2.15319286070981E+0002;1.99526231496888E+0002
 5.38542282356657E+0002;2.22140613368974E+0002;1.58489319246112E+0002
 5.67298682233915E+0002;2.30751954299435E+0002;1.25892541179416E+0002
 5.96358181644752E+0002;2.41677952239467E+0002;1.00000000000000E+0002
 6.26197843340001E+0002;2.55362371607648E+0002;7.94328234724282E+0001
 6.57319434866393E+0002;2.72194384727108E+0002;6.30957344480194E+0001
 6.90238190787190E+0002;2.92535625278432E+0002;5.01187233627273E+0001
 7.25481165894422E+0002;3.16744348295189E+0002;3.98107170553497E+0001
 7.63591490706314E+0002;3.45195632439952E+0002;3.16227766016838E+0001
 8.05135951418709E+0002;3.78297910230813E+0002;2.51188643150958E+0001
 8.50714318485263E+0002;4.16506647601576E+0002;1.99526231496888E+0001
 9.00969580938911E+0002;4.60336094579104E+0002;1.58489319246111E+0001
 9.56598719640490E+0002;5.10369939912291E+0002;1.25892541179416E+0001
 1.01836393720872E+0003;5.67271557462075E+0002;9.99999999999999E+0000
 1.08710442150626E+0003;6.31794392375981E+0002;7.94328234724281E+0000
 1.16374880363237E+0003;7.04792922826818E+0002;6.30957344480193E+0000
 1.24932851413947E+0003;7.87234552285840E+0002;5.01187233627272E+0000
 1.34499226347932E+0003;8.80212734531412E+0002;3.98107170553497E+0000
 1.45202188662504E+0003;9.84961603516723E+0002;3.16227766016838E+0000
 1.57184980413095E+0003;1.10287236776260E+0003;2.51188643150958E+0000
 1.70607836614800E+0003;1.23551173004088E+0003;1.99526231496888E+0000
 1.85650136392319E+0003;1.38464260480072E+0003;1.58489319246111E+0000
 2.02512801598417E+0003;1.55224742603999E+0003;1.25892541179417E+0000
 2.21420976402885E+0003;1.74055436585795E+0003;1.00000000000000E+0000
 2.42627024682456E+0003;1.95206681802763E+0003;7.94328234724281E-0001
 2.66413885947826E+0003;2.18959654130290E+0003;6.30957344480193E-0001
 2.93098835062550E+0003;2.45630090385045E+0003;5.01187233627272E-0001
 3.23037696185167E+0003;2.75572472343820E+0003;3.98107170553497E-0001
 3.56629567256221E+0003;3.09184725828998E+0003;3.16227766016838E-0001
 3.94322118023526E+0003;3.46913497146695E+0003;2.51188643150958E-0001
 4.36617532132494E+0003;3.89260076805339E+0003;1.99526231496888E-0001
 4.84079172296961E+0003;4.36787049024759E+0003;1.58489319246111E-0001
 5.37339057117727E+0003;4.90125755177718E+0003;1.25892541179417E-0001
 5.97106248853864E+0003;5.49984670111757E+0003;1.00000000000000E-0001
